case_id,dtype,layout,m,n,k,groups,group_lengths,variable_capacity,allow_empty_groups,backend,blas_streams,warmup,samples,correctness_repeats
matrix_0589_bf16_nt_g16_m2110_n4096_k7168_c65536,bf16,NT,2110,4096,7168,16,1991;2012;2025;2022;2110;1974;2009;2048;2079;2052;2033;2072;2070;2006;2005;2027,65536,1,both,4,10,30,3
matrix_0590_bf16_nn_g16_m2110_n7168_k4096_c65536,bf16,NN,2110,7168,4096,16,1991;2012;2025;2022;2110;1974;2009;2048;2079;2052;2033;2072;2070;2006;2005;2027,65536,1,both,4,10,30,3
matrix_0591_bf16_tn_g16_m4096_n7168_k2110_c65536,bf16,TN,4096,7168,2110,16,1991;2012;2025;2022;2110;1974;2009;2048;2079;2052;2033;2072;2070;2006;2005;2027,65536,1,both,4,10,30,3
matrix_0592_bf16_nt_g16_m2110_n7168_k2048_c65536,bf16,NT,2110,7168,2048,16,1991;2012;2025;2022;2110;1974;2009;2048;2079;2052;2033;2072;2070;2006;2005;2027,65536,1,both,4,10,30,3
matrix_0593_bf16_nn_g16_m2110_n2048_k7168_c65536,bf16,NN,2110,2048,7168,16,1991;2012;2025;2022;2110;1974;2009;2048;2079;2052;2033;2072;2070;2006;2005;2027,65536,1,both,4,10,30,3
matrix_0594_bf16_tn_g16_m7168_n2048_k2110_c65536,bf16,TN,7168,2048,2110,16,1991;2012;2025;2022;2110;1974;2009;2048;2079;2052;2033;2072;2070;2006;2005;2027,65536,1,both,4,10,30,3
matrix_0595_bf16_nt_g16_m2099_n4096_k7168_c65536,bf16,NT,2099,4096,7168,16,2013;2009;2077;2042;1997;2037;2001;1995;2028;2012;2099;2022;2089;2072;1993;2081,65536,1,both,4,10,30,3
matrix_0596_bf16_nn_g16_m2099_n7168_k4096_c65536,bf16,NN,2099,7168,4096,16,2013;2009;2077;2042;1997;2037;2001;1995;2028;2012;2099;2022;2089;2072;1993;2081,65536,1,both,4,10,30,3
matrix_0597_bf16_tn_g16_m4096_n7168_k2099_c65536,bf16,TN,4096,7168,2099,16,2013;2009;2077;2042;1997;2037;2001;1995;2028;2012;2099;2022;2089;2072;1993;2081,65536,1,both,4,10,30,3
matrix_0598_bf16_nt_g16_m2099_n7168_k2048_c65536,bf16,NT,2099,7168,2048,16,2013;2009;2077;2042;1997;2037;2001;1995;2028;2012;2099;2022;2089;2072;1993;2081,65536,1,both,4,10,30,3
matrix_0599_bf16_nn_g16_m2099_n2048_k7168_c65536,bf16,NN,2099,2048,7168,16,2013;2009;2077;2042;1997;2037;2001;1995;2028;2012;2099;2022;2089;2072;1993;2081,65536,1,both,4,10,30,3
matrix_0600_bf16_tn_g16_m7168_n2048_k2099_c65536,bf16,TN,7168,2048,2099,16,2013;2009;2077;2042;1997;2037;2001;1995;2028;2012;2099;2022;2089;2072;1993;2081,65536,1,both,4,10,30,3
matrix_0601_bf16_nt_g16_m2120_n4096_k7168_c65536,bf16,NT,2120,4096,7168,16,2102;2120;2108;2092;2079;2047;1966;2048;2015;2006;2017;2014;2050;2079;2008;2006,65536,1,both,4,10,30,3
matrix_0602_bf16_nn_g16_m2120_n7168_k4096_c65536,bf16,NN,2120,7168,4096,16,2102;2120;2108;2092;2079;2047;1966;2048;2015;2006;2017;2014;2050;2079;2008;2006,65536,1,both,4,10,30,3
matrix_0603_bf16_tn_g16_m4096_n7168_k2120_c65536,bf16,TN,4096,7168,2120,16,2102;2120;2108;2092;2079;2047;1966;2048;2015;2006;2017;2014;2050;2079;2008;2006,65536,1,both,4,10,30,3
matrix_0604_bf16_nt_g16_m2120_n7168_k2048_c65536,bf16,NT,2120,7168,2048,16,2102;2120;2108;2092;2079;2047;1966;2048;2015;2006;2017;2014;2050;2079;2008;2006,65536,1,both,4,10,30,3
matrix_0605_bf16_nn_g16_m2120_n2048_k7168_c65536,bf16,NN,2120,2048,7168,16,2102;2120;2108;2092;2079;2047;1966;2048;2015;2006;2017;2014;2050;2079;2008;2006,65536,1,both,4,10,30,3
matrix_0606_bf16_tn_g16_m7168_n2048_k2120_c65536,bf16,TN,7168,2048,2120,16,2102;2120;2108;2092;2079;2047;1966;2048;2015;2006;2017;2014;2050;2079;2008;2006,65536,1,both,4,10,30,3
matrix_0607_bf16_nt_g16_m2108_n4096_k7168_c65536,bf16,NT,2108,4096,7168,16,2037;2033;2053;2021;2086;2079;2033;2057;2011;2079;2002;2036;2108;2018;2096;2062,65536,1,both,4,10,30,3
matrix_0608_bf16_nn_g16_m2108_n7168_k4096_c65536,bf16,NN,2108,7168,4096,16,2037;2033;2053;2021;2086;2079;2033;2057;2011;2079;2002;2036;2108;2018;2096;2062,65536,1,both,4,10,30,3
matrix_0609_bf16_tn_g16_m4096_n7168_k2108_c65536,bf16,TN,4096,7168,2108,16,2037;2033;2053;2021;2086;2079;2033;2057;2011;2079;2002;2036;2108;2018;2096;2062,65536,1,both,4,10,30,3
matrix_0610_bf16_nt_g16_m2108_n7168_k2048_c65536,bf16,NT,2108,7168,2048,16,2037;2033;2053;2021;2086;2079;2033;2057;2011;2079;2002;2036;2108;2018;2096;2062,65536,1,both,4,10,30,3
matrix_0611_bf16_nn_g16_m2108_n2048_k7168_c65536,bf16,NN,2108,2048,7168,16,2037;2033;2053;2021;2086;2079;2033;2057;2011;2079;2002;2036;2108;2018;2096;2062,65536,1,both,4,10,30,3
matrix_0612_bf16_tn_g16_m7168_n2048_k2108_c65536,bf16,TN,7168,2048,2108,16,2037;2033;2053;2021;2086;2079;2033;2057;2011;2079;2002;2036;2108;2018;2096;2062,65536,1,both,4,10,30,3
